Ranking IDHM 2010,Município,UF,IDHM 2010,IDHM Renda 2010,IDHM Longevidade 2010,IDHM Educação 2010
3156 º,ANGICO,TO,0.648,0.576,0.773,0.612
3156 º,DILERMANDO DE AGUIAR,RS,0.648,0.681,0.864,0.463
3156 º,RIO MANSO,MG,0.648,0.676,0.802,0.501
3156 º,FREI INOCENCIO,MG,0.648,0.624,0.779,0.559
3156 º,FELIXLANDIA,MG,0.648,0.651,0.815,0.514
3156 º,CABECEIRA GRANDE,MG,0.648,0.638,0.788,0.542
3156 º,UBAJARA,CE,0.648,0.595,0.769,0.594
3156 º,CAPELA NOVA,MG,0.648,0.602,0.797,0.568
3156 º,CARDOSO MOREIRA,RJ,0.648,0.653,0.782,0.534
3156 º,SAO JOAO DO ORIENTE,MG,0.648,0.631,0.805,0.536
3156 º,SANTA MARIA DE ITABIRA,MG,0.648,0.622,0.821,0.533
3156 º,RESERVA DO IGUACU,PR,0.648,0.636,0.82,0.521
3156 º,PASSA-VINTE,MG,0.648,0.662,0.809,0.507
3172 º,BREJO SANTO,CE,0.647,0.596,0.768,0.592
3172 º,PRESIDENTE FIGUEIREDO,AM,0.647,0.627,0.802,0.538
3172 º,SANTANA DO JACARE,MG,0.647,0.655,0.79,0.523
3172 º,CACHOEIRA,BA,0.647,0.615,0.762,0.577
3172 º,CARACOL,MS,0.647,0.628,0.826,0.522
3172 º,VALENCA DO PIAUI,PI,0.647,0.62,0.773,0.566
3172 º,VILA BOA,GO,0.647,0.619,0.818,0.534
3172 º,SALINOPOLIS,PA,0.647,0.628,0.798,0.541
3172 º,IBATIBA,ES,0.647,0.651,0.83,0.501
3172 º,ESTANCIA,SE,0.647,0.627,0.782,0.552
3172 º,SANTANA DOS MONTES,MG,0.647,0.608,0.801,0.557
3172 º,MUNHOZ,MG,0.647,0.634,0.821,0.52
3172 º,BOCAINA DO SUL,SC,0.647,0.642,0.768,0.549
3172 º,GOIABEIRA,MG,0.647,0.628,0.799,0.539
3186 º,SAO SEBASTIAO DO ALTO,RJ,0.646,0.638,0.789,0.536
3186 º,ALPERCATA,MG,0.646,0.629,0.824,0.521
3186 º,LONTRA,MG,0.646,0.589,0.794,0.577
3186 º,CARVALHOS,MG,0.646,0.667,0.82,0.492
3186 º,CASCAVEL,CE,0.646,0.587,0.793,0.578
3186 º,CACAULANDIA,RO,0.646,0.664,0.801,0.506
3186 º,PIRACEMA,MG,0.646,0.646,0.809,0.515
3186 º,VALE VERDE,RS,0.646,0.666,0.816,0.497
3186 º,SANTO AMARO,BA,0.646,0.626,0.772,0.559
3186 º,ITAMARANDIBA,MG,0.646,0.618,0.798,0.547
3186 º,FERNANDES TOURINHO,MG,0.646,0.608,0.807,0.55
3186 º,PENAFORTE,CE,0.646,0.566,0.761,0.626
3186 º,LUCRECIA,RN,0.646,0.624,0.785,0.551
3186 º,XINGUARA,PA,0.646,0.671,0.8,0.503
3186 º,SAO MIGUEL DO GUAPORE,RO,0.646,0.644,0.781,0.537
3201 º,MUNIZ FREIRE,ES,0.645,0.637,0.821,0.512
3201 º,TAPARUBA,MG,0.645,0.604,0.799,0.557
3201 º,TIBAU DO SUL,RN,0.645,0.672,0.794,0.504
3201 º,VILA BELA DA SANTISSIMA TRINDADE,MT,0.645,0.644,0.843,0.495
3201 º,SIMOLANDIA,GO,0.645,0.595,0.826,0.546
3201 º,GENERAL MAYNARD,SE,0.645,0.609,0.776,0.567
3201 º,PORTO ALEGRE DO TOCANTINS,TO,0.645,0.586,0.785,0.584
3201 º,BOCAINA DE MINAS,MG,0.645,0.665,0.848,0.476
3201 º,OURO BRANCO,RN,0.645,0.61,0.789,0.558
3201 º,TABULEIRO DO NORTE,CE,0.645,0.62,0.791,0.547
3201 º,JATOBA,PE,0.645,0.604,0.775,0.573
3201 º,SAO NICOLAU,RS,0.645,0.658,0.778,0.523
3201 º,FOZ DO JORDAO,PR,0.645,0.654,0.828,0.496
3201 º,PARAGOMINAS,PA,0.645,0.667,0.781,0.514
3201 º,AGUAS FORMOSAS,MG,0.645,0.624,0.811,0.531
3201 º,MANFRINOPOLIS,PR,0.645,0.642,0.805,0.52
3201 º,VERA CRUZ,BA,0.645,0.632,0.817,0.52
3201 º,FERNANDES PINHEIRO,PR,0.645,0.647,0.791,0.525
3201 º,DURANDE,MG,0.645,0.626,0.842,0.508
3201 º,ANTONIO DIAS,MG,0.645,0.624,0.849,0.507
3201 º,SAO JOAO DO PIAUI,PI,0.645,0.615,0.769,0.567
3222 º,MUTUM,MG,0.644,0.635,0.822,0.511
3222 º,CRIXAS DO TOCANTINS,TO,0.644,0.603,0.798,0.555
3222 º,ITACOATIARA,AM,0.644,0.618,0.811,0.534
3222 º,CRATEUS,CE,0.644,0.618,0.787,0.55
3222 º,MESSIAS TARGINO,RN,0.644,0.608,0.779,0.565
3222 º,DIAMANTE D'OESTE,PR,0.644,0.647,0.776,0.532
3222 º,FORQUILHA,CE,0.644,0.583,0.76,0.602
3222 º,CRISTAL,RS,0.644,0.687,0.826,0.471
3222 º,IACIARA,GO,0.644,0.615,0.826,0.527
3222 º,SENADOR FIRMINO,MG,0.644,0.639,0.829,0.505
3222 º,SAO MIGUEL DO ANTA,MG,0.644,0.616,0.828,0.523
3222 º,ENGENHEIRO CALDAS,MG,0.644,0.632,0.815,0.518
3234 º,ANTONIO JOAO,MS,0.643,0.633,0.799,0.526
3234 º,RIO CRESPO,RO,0.643,0.637,0.813,0.513
3234 º,MONTE CARLO,SC,0.643,0.648,0.804,0.511
3234 º,NOVA CRIXAS,GO,0.643,0.674,0.813,0.485
3234 º,SERRANOS,MG,0.643,0.638,0.834,0.499
3234 º,SAO VALERIO,TO,0.643,0.605,0.814,0.539
3234 º,RIO LARGO,AL,0.643,0.616,0.788,0.547
3234 º,TEIXEIROPOLIS,RO,0.643,0.653,0.818,0.498
3234 º,ALVORADA D'OESTE,RO,0.643,0.654,0.763,0.534
3234 º,CALCOENE,AP,0.643,0.636,0.759,0.55
3234 º,MIRANTE DA SERRA,RO,0.643,0.673,0.8,0.494
3234 º,LAGOAO,RS,0.643,0.641,0.822,0.505
3234 º,HULHA NEGRA,RS,0.643,0.653,0.796,0.512
3234 º,NOVA BRASILANDIA D'OESTE,RO,0.643,0.664,0.763,0.524
3234 º,NAZARE,TO,0.643,0.584,0.792,0.576
3234 º,JEQUITAI,MG,0.643,0.605,0.797,0.552
3234 º,GOVERNADOR MANGABEIRA,BA,0.643,0.594,0.754,0.594
3234 º,CARMOPOLIS,SE,0.643,0.623,0.783,0.546
3234 º,PALMEIRAS,BA,0.643,0.608,0.782,0.56
3234 º,ARGIRITA,MG,0.643,0.645,0.817,0.505
3254 º,QUIXERAMOBIM,CE,0.642,0.592,0.789,0.567
3254 º,AMAPA,AP,0.642,0.631,0.79,0.532
3254 º,MARECHAL DEODORO,AL,0.642,0.641,0.793,0.52
3254 º,BELEM DO SAO FRANCISCO,PE,0.642,0.611,0.784,0.553
3254 º,FLORANIA,RN,0.642,0.611,0.775,0.56
3254 º,SANTA RITA DO PARDO,MS,0.642,0.655,0.8,0.505
3254 º,LARANJEIRAS,SE,0.642,0.589,0.772,0.582
3254 º,ITABAIANA,SE,0.642,0.645,0.801,0.513
3254 º,ALMENARA,MG,0.642,0.636,0.803,0.518
3254 º,MANGA,MG,0.642,0.624,0.799,0.53
3254 º,ALMEIRIM,PA,0.642,0.659,0.809,0.497
3254 º,CORRENTE,PI,0.642,0.62,0.789,0.54
3254 º,PASSABEM,MG,0.642,0.631,0.787,0.533
3254 º,SANTANA DO SERIDO,RN,0.642,0.595,0.767,0.58
3254 º,BABACULANDIA,TO,0.642,0.589,0.792,0.568
3254 º,BARROLANDIA,TO,0.642,0.6,0.817,0.541
3254 º,SAO VICENTE,RN,0.642,0.606,0.787,0.556
3254 º,NOVA LARANJEIRAS,PR,0.642,0.614,0.833,0.517
3254 º,SAO VALERIO DO SUL,RS,0.642,0.674,0.816,0.48
3254 º,MALTA,PB,0.642,0.62,0.8,0.533
3254 º,CORACAO DE JESUS,MG,0.642,0.575,0.808,0.57
3275 º,NAZARE,BA,0.641,0.637,0.777,0.532
3275 º,BARRA DO TURVO,SP,0.641,0.625,0.792,0.532
3275 º,ITACARAMBI,MG,0.641,0.593,0.787,0.564
3275 º,NOVA PORTEIRINHA,MG,0.641,0.584,0.811,0.556
3275 º,TAQUARITINGA DO NORTE,PE,0.641,0.636,0.796,0.52
3275 º,JOAO LISBOA,MA,0.641,0.585,0.785,0.573
3275 º,SAO MAMEDE,PB,0.641,0.617,0.765,0.558
3275 º,AQUIRAZ,CE,0.641,0.608,0.788,0.55
3275 º,ALTA FLORESTA D'OESTE,RO,0.641,0.657,0.763,0.526
3275 º,AMPARO DO SERRA,MG,0.641,0.616,0.811,0.528
3275 º,CAMPO BELO DO SUL,SC,0.641,0.648,0.768,0.528
3275 º,PRIMAVERA DE RONDONIA,RO,0.641,0.645,0.799,0.512
3275 º,FREI MARTINHO,PB,0.641,0.631,0.77,0.542
3275 º,AXIXA,MA,0.641,0.535,0.776,0.634
3275 º,COXIXOLA,PB,0.641,0.586,0.794,0.567
3275 º,GOIOXIM,PR,0.641,0.593,0.813,0.547
3291 º,VITORIA DE SANTO ANTAO,PE,0.64,0.629,0.768,0.543
3291 º,BOCAIUVA DO SUL,PR,0.64,0.679,0.816,0.473
3291 º,PEDRAS ALTAS,RS,0.64,0.647,0.82,0.493
3291 º,TIMBAUBA DOS BATISTAS,RN,0.64,0.614,0.723,0.591
3291 º,SAO DOMINGOS,BA,0.64,0.601,0.757,0.575
3291 º,MACAIBA,RN,0.64,0.613,0.784,0.545
3291 º,ITAITUBA,PA,0.64,0.644,0.8,0.51
3291 º,ITAPIPOCA,CE,0.64,0.562,0.761,0.613
3291 º,CARMOLANDIA,TO,0.64,0.621,0.81,0.521
3291 º,CONCEICAO DO ARAGUAIA,PA,0.64,0.631,0.77,0.54
3291 º,SANTA MARIA DO SUACUI,MG,0.64,0.629,0.817,0.511
3291 º,FORMOSO,MG,0.64,0.616,0.834,0.51
3291 º,SAO GONCALO DO RIO PRETO,MG,0.64,0.593,0.815,0.542
3291 º,PORTO GRANDE,AP,0.64,0.61,0.777,0.554
3291 º,SAO ROMAO,MG,0.64,0.586,0.787,0.568
3291 º,SENADOR GUIOMARD,AC,0.64,0.649,0.786,0.513
3291 º,SAO JOAO DO MANTENINHA,MG,0.64,0.623,0.805,0.522
3291 º,MACHACALIS,MG,0.64,0.607,0.783,0.552
3291 º,CATOLE DO ROCHA,PB,0.64,0.617,0.787,0.539
3291 º,RIO BRANCO DO IVAI,PR,0.64,0.624,0.783,0.537
3291 º,RONDOLANDIA,MT,0.64,0.619,0.8,0.53
3312 º,RIBEIRAO BRANCO,SP,0.639,0.592,0.797,0.553
3312 º,PIEDADE DE PONTE NOVA,MG,0.639,0.616,0.802,0.528
3312 º,PAUDALHO,PE,0.639,0.612,0.782,0.545
3312 º,ARAGUACEMA,TO,0.639,0.587,0.805,0.553
3312 º,NIOAQUE,MS,0.639,0.658,0.822,0.483
3312 º,NOVO ACORDO,TO,0.639,0.618,0.797,0.53
3312 º,CAROEBE,RR,0.639,0.6,0.791,0.549
3312 º,DOIS IRMAOS DO BURITI,MS,0.639,0.64,0.773,0.528
3312 º,TEFE,AM,0.639,0.637,0.801,0.511
3312 º,APODI,RN,0.639,0.611,0.747,0.571
3312 º,DELTA,MG,0.639,0.672,0.808,0.481
3312 º,PALMITAL,PR,0.639,0.647,0.791,0.511
3312 º,SAO FELIX DO CORIBE,BA,0.639,0.601,0.784,0.555
3312 º,SAO FELIX,BA,0.639,0.582,0.769,0.583
3312 º,LUZINOPOLIS,TO,0.639,0.593,0.726,0.605
3312 º,URUBURETAMA,CE,0.639,0.564,0.76,0.608
3312 º,MARILUZ,PR,0.639,0.653,0.794,0.504
3312 º,AGUA BRANCA,PI,0.639,0.6,0.763,0.569
3312 º,SAO FRANCISCO DE ITABAPOANA,RJ,0.639,0.618,0.791,0.533
3312 º,DESTERRO DE ENTRE RIOS,MG,0.639,0.607,0.802,0.536
3312 º,CAPITAO ENEAS,MG,0.639,0.573,0.806,0.565
3333 º,BANDEIRANTES DO TOCANTINS,TO,0.638,0.57,0.797,0.571
3333 º,SIMAO PEREIRA,MG,0.638,0.645,0.843,0.478
3333 º,SAO JOAO EVANGELISTA,MG,0.638,0.62,0.806,0.52
3333 º,GOIANINHA,RN,0.638,0.619,0.783,0.537
3333 º,RIO MARIA,PA,0.638,0.651,0.804,0.495
3333 º,PALHANO,CE,0.638,0.572,0.723,0.628
3333 º,CORUMBATAI DO SUL,PR,0.638,0.632,0.79,0.52
3333 º,CARBONITA,MG,0.638,0.617,0.796,0.529
3333 º,SAO FRANCISCO,MG,0.638,0.595,0.804,0.542
3333 º,PALMEIRA DOS INDIOS,AL,0.638,0.625,0.794,0.523
3333 º,SABINOPOLIS,MG,0.638,0.637,0.812,0.502
3333 º,IBIRAPUITA,RS,0.638,0.678,0.828,0.463
3333 º,VICENTE DUTRA,RS,0.638,0.656,0.809,0.489
3333 º,BERNARDO SAYAO,TO,0.638,0.606,0.748,0.573
3333 º,MOEDA,MG,0.638,0.657,0.8,0.494
3333 º,SAO DOMINGOS DAS DORES,MG,0.638,0.602,0.8,0.539
3333 º,BEBERIBE,CE,0.638,0.585,0.778,0.571
3333 º,UMBURATIBA,MG,0.638,0.599,0.815,0.531
3333 º,MINISTRO ANDREAZZA,RO,0.638,0.647,0.776,0.518
3333 º,WANDERLANDIA,TO,0.638,0.619,0.748,0.561
3333 º,CARAUBAS,RN,0.638,0.594,0.786,0.556
3333 º,JAIBA,MG,0.638,0.619,0.789,0.531
3333 º,ALTO PARAGUAI,MT,0.638,0.612,0.784,0.541
3333 º,NOSSA SENHORA DO LIVRAMENTO,MT,0.638,0.6,0.82,0.529
3357 º,SANTO AMARO DAS BROTAS,SE,0.637,0.613,0.778,0.543
3357 º,PINHEIRO,MA,0.637,0.579,0.771,0.579
3357 º,PEDRO TEIXEIRA,MG,0.637,0.587,0.794,0.555
3357 º,CACULE,BA,0.637,0.621,0.769,0.541
3357 º,GUARAMIRANGA,CE,0.637,0.576,0.736,0.61
3357 º,SAO JERONIMO DA SERRA,PR,0.637,0.626,0.822,0.503
3357 º,CAPAO BONITO DO SUL,RS,0.637,0.654,0.779,0.507
3357 º,SANTA TEREZINHA DO TOCANTINS,TO,0.637,0.583,0.758,0.584
3357 º,BONFIM,MG,0.637,0.669,0.834,0.464
3357 º,PAULA CANDIDO,MG,0.637,0.632,0.823,0.497
3357 º,PARACURU,CE,0.637,0.597,0.746,0.581
3357 º,APUI,AM,0.637,0.621,0.772,0.54
3357 º,IRUPI,ES,0.637,0.658,0.798,0.493
3357 º,ITANHEM,BA,0.637,0.624,0.79,0.525
3357 º,VALENTE,BA,0.637,0.623,0.729,0.568
3357 º,SANTA BARBARA DO TUGURIO,MG,0.637,0.616,0.81,0.517
3357 º,GUARANI DE GOIAS,GO,0.637,0.569,0.814,0.557
3357 º,ORATORIOS,MG,0.637,0.627,0.824,0.5
3357 º,ITAPERUCU,PR,0.637,0.654,0.779,0.507
3357 º,JOAQUIM FELICIO,MG,0.637,0.642,0.824,0.489
3357 º,CAPAO DO LEAO,RS,0.637,0.662,0.814,0.48
3378 º,UIRAUNA,PB,0.636,0.612,0.797,0.528
3378 º,NOVA LACERDA,MT,0.636,0.643,0.825,0.485
3378 º,SARDOA,MG,0.636,0.594,0.812,0.533
3378 º,FELIPE GUERRA,RN,0.636,0.582,0.768,0.575
3378 º,CURIONOPOLIS,PA,0.636,0.592,0.809,0.536
3378 º,TIJUCAS DO SUL,PR,0.636,0.679,0.792,0.479
3378 º,ALMAS,TO,0.636,0.616,0.796,0.524
3378 º,OLARIA,MG,0.636,0.638,0.823,0.49
3378 º,RETIROLANDIA,BA,0.636,0.579,0.773,0.574
3378 º,SAO JOSE DO CERRITO,SC,0.636,0.618,0.827,0.503
3378 º,IBOTIRAMA,BA,0.636,0.601,0.78,0.548
3378 º,OROS,CE,0.636,0.582,0.793,0.557
3378 º,PINDORETAMA,CE,0.636,0.581,0.754,0.588
3378 º,ESPIGAO ALTO DO IGUACU,PR,0.636,0.632,0.781,0.521
3378 º,DORES DE GUANHAES,MG,0.636,0.612,0.821,0.512
3393 º,CANDOI,PR,0.635,0.655,0.778,0.503
3393 º,OLIVEIRA FORTES,MG,0.635,0.616,0.794,0.523
3393 º,CANTAGALO,PR,0.635,0.638,0.768,0.522
3393 º,PIRIPIRI,PI,0.635,0.621,0.775,0.533
3393 º,SURUBIM,PE,0.635,0.617,0.756,0.548
3393 º,TERRA SANTA,PA,0.635,0.602,0.763,0.558
3393 º,MARTINS SOARES,MG,0.635,0.619,0.809,0.512
3393 º,SANTA CRUZ,RN,0.635,0.597,0.761,0.564
3393 º,SAO JOSE DO EGITO,PE,0.635,0.602,0.769,0.554
3393 º,SEABRA,BA,0.635,0.588,0.761,0.572
3393 º,CHAPADA GAUCHA,MG,0.635,0.573,0.82,0.546
3393 º,PACOTI,CE,0.635,0.571,0.773,0.58
3393 º,ITUETA,MG,0.635,0.64,0.825,0.485
3393 º,TIBAU,RN,0.635,0.627,0.769,0.53
3407 º,SANTA RITA DO NOVO DESTINO,GO,0.634,0.639,0.82,0.487
3407 º,TAGUATINGA,TO,0.634,0.628,0.818,0.497
3407 º,CARANAIBA,MG,0.634,0.593,0.807,0.533
3407 º,POMBAL,PB,0.634,0.629,0.787,0.515
3407 º,PARAIPABA,CE,0.634,0.574,0.738,0.602
3407 º,OEIRAS,PI,0.634,0.619,0.753,0.547
3407 º,GRAMADO XAVIER,RS,0.634,0.681,0.792,0.473
3407 º,NOVO HORIZONTE DO OESTE,RO,0.634,0.606,0.799,0.527
3407 º,VILA PROPICIO,GO,0.634,0.629,0.802,0.505
3407 º,CAROLINA,MA,0.634,0.6,0.802,0.529
3407 º,ITAMBE DO MATO DENTRO,MG,0.634,0.605,0.823,0.513
3407 º,NOVA ROMA,GO,0.634,0.594,0.812,0.529
3407 º,PORTO FIRME,MG,0.634,0.615,0.804,0.516
3407 º,LAGOA DOS PATOS,MG,0.634,0.593,0.773,0.556
3407 º,SERRINHA,BA,0.634,0.615,0.778,0.532
3407 º,GRAVATA,PE,0.634,0.63,0.794,0.51
3407 º,SANTA MARIA DO TOCANTINS,TO,0.634,0.6,0.784,0.543
3407 º,MUNDO NOVO,GO,0.634,0.642,0.812,0.488
3407 º,ITAGIMIRIM,BA,0.634,0.602,0.821,0.516
3407 º,SAO JOAO DA LAGOA,MG,0.634,0.575,0.813,0.546
3407 º,ENTRE FOLHAS,MG,0.634,0.617,0.792,0.521
3407 º,CONCEICAO DA FEIRA,BA,0.634,0.606,0.766,0.548
3407 º,ITAMBACURI,MG,0.634,0.616,0.784,0.527
3407 º,TUPARETAMA,PE,0.634,0.612,0.749,0.557
3407 º,CONCEICAO DO MATO DENTRO,MG,0.634,0.622,0.794,0.517
3407 º,VARGEM GRANDE DO RIO PARDO,MG,0.634,0.563,0.811,0.559
3433 º,TARUMIRIM,MG,0.633,0.614,0.829,0.499
3433 º,TAUA,CE,0.633,0.585,0.773,0.56
3433 º,ARAL MOREIRA,MS,0.633,0.628,0.798,0.507
3433 º,CAIANA,MG,0.633,0.631,0.833,0.483
3433 º,GROAIRAS,CE,0.633,0.585,0.724,0.598
3433 º,BOM JESUS DA LAPA,BA,0.633,0.615,0.775,0.533
3433 º,SERRANOPOLIS DE MINAS,MG,0.633,0.608,0.773,0.539
3433 º,URUCANIA,MG,0.633,0.628,0.811,0.498
3433 º,ALTO PARNAIBA,MA,0.633,0.683,0.785,0.474
3433 º,PINDARE-MIRIM,MA,0.633,0.568,0.755,0.592
3433 º,SANTANA DA BOA VISTA,RS,0.633,0.63,0.802,0.503
3433 º,ITAPISSUMA,PE,0.633,0.589,0.764,0.564
3433 º,SANTO ANTONIO DO GRAMA,MG,0.633,0.626,0.823,0.493
3433 º,FARIAS BRITO,CE,0.633,0.541,0.774,0.605
3433 º,MINAS NOVAS,MG,0.633,0.6,0.802,0.528
3448 º,BOCAINA,PI,0.632,0.614,0.773,0.532
3448 º,SILVES,AM,0.632,0.546,0.791,0.584
3448 º,SANTO ANTONIO DO TAUA,PA,0.632,0.598,0.753,0.561
3448 º,ROSARIO,MA,0.632,0.566,0.752,0.592
3448 º,CRUZ,CE,0.632,0.573,0.752,0.586
3448 º,INDEPENDENCIA,CE,0.632,0.561,0.759,0.592
3448 º,ESCADA,PE,0.632,0.594,0.781,0.543
3448 º,DOM MACEDO COSTA,BA,0.632,0.598,0.795,0.531
3448 º,GANDU,BA,0.632,0.645,0.771,0.508
3448 º,LAJEDAO,BA,0.632,0.652,0.778,0.497
3448 º,RODELAS,BA,0.632,0.566,0.79,0.564
3448 º,CORREGO NOVO,MG,0.632,0.596,0.805,0.525
3448 º,JOSE GONCALVES DE MINAS,MG,0.632,0.597,0.764,0.553
3448 º,PRESIDENTE BERNARDES,MG,0.632,0.603,0.804,0.521
3448 º,RIACHINHO,MG,0.632,0.577,0.795,0.551
3448 º,SAO SEBASTIAO DO RIO PRETO,MG,0.632,0.662,0.809,0.472
3448 º,SIMONESIA,MG,0.632,0.622,0.823,0.493
3448 º,VEREDINHA,MG,0.632,0.579,0.785,0.555
3448 º,DIVINO DE SAO LOURENCO,ES,0.632,0.622,0.819,0.496
3448 º,MATO RICO,PR,0.632,0.58,0.812,0.536
3448 º,MIRANDA,MS,0.632,0.638,0.782,0.507
3469 º,SINIMBU,RS,0.631,0.697,0.792,0.456
3469 º,PENDENCIAS,RN,0.631,0.633,0.753,0.526
3469 º,MATIPO,MG,0.631,0.63,0.78,0.511
3469 º,ICHU,BA,0.631,0.58,0.771,0.562
3469 º,NOVA OLINDA,TO,0.631,0.614,0.765,0.535
3469 º,ROSARIO DO CATETE,SE,0.631,0.603,0.731,0.571
3469 º,CAMPINACU,GO,0.631,0.644,0.819,0.476
3469 º,MARIANOPOLIS DO TOCANTINS,TO,0.631,0.63,0.792,0.504
3469 º,SOBRADINHO,BA,0.631,0.605,0.748,0.555
3469 º,ARAGUATINS,TO,0.631,0.604,0.793,0.525
3469 º,CANTAGALO,MG,0.631,0.598,0.816,0.515
3469 º,DESTERRO DO MELO,MG,0.631,0.618,0.809,0.503
3469 º,SOBRALIA,MG,0.631,0.611,0.805,0.51
3469 º,URUCUI,PI,0.631,0.614,0.794,0.516
3469 º,REDENTORA,RS,0.631,0.606,0.792,0.523
3469 º,VARGEM ALEGRE,MG,0.631,0.631,0.819,0.486
3469 º,JARI,RS,0.631,0.636,0.836,0.473
3469 º,SENHORA DE OLIVEIRA,MG,0.631,0.603,0.801,0.521
3487 º,ANGICAL DO PIAUI,PI,0.63,0.61,0.737,0.555
3487 º,IPIRANGA DO PIAUI,PI,0.63,0.56,0.765,0.583
3487 º,CAMPOS SALES,CE,0.63,0.584,0.769,0.556
3487 º,CAMPINA DO SIMAO,PR,0.63,0.598,0.792,0.527
3487 º,JANGADA,MT,0.63,0.567,0.805,0.549
3487 º,PENEDO,AL,0.63,0.602,0.774,0.536
3487 º,ACAIACA,MG,0.63,0.61,0.823,0.499
3487 º,RAMILANDIA,PR,0.63,0.639,0.802,0.489
3487 º,BONOPOLIS,GO,0.63,0.63,0.813,0.488
3487 º,SAO GERALDO DO BAIXIO,MG,0.63,0.631,0.824,0.482
3487 º,NOVA MODICA,MG,0.63,0.61,0.779,0.527
3487 º,BARRA DO MENDES,BA,0.63,0.578,0.784,0.553
3487 º,SANTA RITA DE IBITIPOCA,MG,0.63,0.625,0.793,0.505
3487 º,ITINGA DO MARANHAO,MA,0.63,0.601,0.764,0.545
3501 º,BACABEIRA,MA,0.629,0.558,0.768,0.58
3501 º,ITAOBIM,MG,0.629,0.613,0.787,0.516
3501 º,PENTECOSTE,CE,0.629,0.562,0.734,0.604
3501 º,BELO JARDIM,PE,0.629,0.617,0.783,0.514
3501 º,DORES DO TURVO,MG,0.629,0.613,0.829,0.49
3501 º,NOVA CRUZ,RN,0.629,0.589,0.788,0.537
3501 º,ENCANTO,RN,0.629,0.589,0.787,0.536
3501 º,VARZEA ALEGRE,CE,0.629,0.569,0.759,0.576
3501 º,CANDIDO DE ABREU,PR,0.629,0.643,0.783,0.494
3501 º,LASSANCE,MG,0.629,0.614,0.795,0.511
3501 º,REDUTO,MG,0.629,0.647,0.801,0.48
3501 º,GOVERNADOR EDISON LOBAO,MA,0.629,0.589,0.764,0.552
3501 º,SAO JOAO DO TRIUNFO,PR,0.629,0.655,0.801,0.475
3501 º,BODO,RN,0.629,0.57,0.772,0.565
3501 º,PIAU,MG,0.629,0.647,0.824,0.467
3501 º,RIO BONITO DO IGUACU,PR,0.629,0.631,0.792,0.498
3501 º,VARGEM,SC,0.629,0.636,0.79,0.495
3501 º,TURUCU,RS,0.629,0.685,0.814,0.446
3519 º,CUTIAS,AP,0.628,0.576,0.76,0.566
3519 º,ITACAMBIRA,MG,0.628,0.57,0.791,0.55
3519 º,RIACHAO DO JACUIPE,BA,0.628,0.588,0.755,0.559
3519 º,ABAIARA,CE,0.628,0.54,0.748,0.612
3519 º,ACORIZAL,MT,0.628,0.594,0.816,0.51
3519 º,SANTANA DE PIRAPAMA,MG,0.628,0.617,0.816,0.493
3519 º,SERRA BRANCA,PB,0.628,0.598,0.77,0.537
3519 º,BERILO,MG,0.628,0.58,0.816,0.524
3519 º,MONTEIRO,PB,0.628,0.625,0.709,0.558
3519 º,COLONIA DO GURGUEIA,PI,0.628,0.578,0.778,0.55
3519 º,SAO FRANCISCO DO OESTE,RN,0.628,0.581,0.779,0.547
3519 º,ABAETETUBA,PA,0.628,0.579,0.798,0.537
3519 º,PALMEIRAS DO TOCANTINS,TO,0.628,0.586,0.81,0.522
3519 º,MILAGRES,CE,0.628,0.561,0.777,0.569
3519 º,JORDANIA,MG,0.628,0.613,0.797,0.506
3534 º,LAGOA SECA,PB,0.627,0.621,0.769,0.516
3534 º,ITAMARAJU,BA,0.627,0.641,0.767,0.502
3534 º,CAIRU,BA,0.627,0.6,0.807,0.51
3534 º,PEDRA AZUL,MG,0.627,0.596,0.797,0.518
3534 º,PECANHA,MG,0.627,0.63,0.787,0.497
3534 º,PAVAO,MG,0.627,0.599,0.813,0.507
3534 º,PEQUIZEIRO,TO,0.627,0.589,0.806,0.518
3534 º,SANTA RITA,PB,0.627,0.597,0.774,0.534
3534 º,SANTA TERESINHA,PB,0.627,0.586,0.82,0.513
3534 º,SUME,PB,0.627,0.602,0.765,0.534
3534 º,ESPINOSA,MG,0.627,0.582,0.804,0.526
3534 º,BUGRE,MG,0.627,0.602,0.8,0.511
3534 º,SANTA BARBARA DO PARA,PA,0.627,0.575,0.784,0.546
3534 º,VALE DO PARAISO,RO,0.627,0.641,0.792,0.485
3534 º,LAMBARI D'OESTE,MT,0.627,0.67,0.787,0.467
3534 º,SIMPLICIO MENDES,PI,0.627,0.613,0.767,0.525
3534 º,AXIXA DO TOCANTINS,TO,0.627,0.595,0.733,0.566
3534 º,BAIXIO,CE,0.627,0.563,0.763,0.575
3534 º,SAO GONCALO DOS CAMPOS,BA,0.627,0.636,0.752,0.516
3534 º,CACHOEIRINHA,TO,0.627,0.548,0.762,0.59
3534 º,ITAVERAVA,MG,0.627,0.613,0.811,0.496
3534 º,LAGOA DA CONFUSAO,TO,0.627,0.63,0.787,0.496
3534 º,RIACHO DOS MACHADOS,MG,0.627,0.557,0.808,0.547
3534 º,CORONEL MURTA,MG,0.627,0.578,0.784,0.543
3534 º,BURITI DO TOCANTINS,TO,0.627,0.575,0.713,0.601
3534 º,CUPARAQUE,MG,0.627,0.621,0.798,0.497
3534 º,CEDRO,CE,0.627,0.592,0.753,0.553
